product_url,name,size,available,price,compare_at_price,image_url
https://uk.representclo.com/products/247-aero-shorts-graphene,247 Aero Shorts - Graphene,XXS,False,90.0,,https://scdn.speedsize.com/fbaf6506-81e1-43a2-bcc1-80e18c7b0146/uk.representclo.com/cdn/shop/files/u6Fy8fvZ1d8GDtUhzHMbeW2G7kkvU6QVLd5bQQojrpY.jpg?crop=center&height=1200&v=1785506290&width=1200
https://uk.representclo.com/products/247-aero-shorts-graphene,247 Aero Shorts - Graphene,XS,True,90.0,,https://scdn.speedsize.com/fbaf6506-81e1-43a2-bcc1-80e18c7b0146/uk.representclo.com/cdn/shop/files/u6Fy8fvZ1d8GDtUhzHMbeW2G7kkvU6QVLd5bQQojrpY.jpg?crop=center&height=1200&v=1785506290&width=1200
https://uk.representclo.com/products/247-aero-shorts-graphene,247 Aero Shorts - Graphene,S,True,90.0,,https://scdn.speedsize.com/fbaf6506-81e1-43a2-bcc1-80e18c7b0146/uk.representclo.com/cdn/shop/files/u6Fy8fvZ1d8GDtUhzHMbeW2G7kkvU6QVLd5bQQojrpY.jpg?crop=center&height=1200&v=1785506290&width=1200
https://uk.representclo.com/products/247-aero-shorts-graphene,247 Aero Shorts - Graphene,M,True,90.0,,https://scdn.speedsize.com/fbaf6506-81e1-43a2-bcc1-80e18c7b0146/uk.representclo.com/cdn/shop/files/u6Fy8fvZ1d8GDtUhzHMbeW2G7kkvU6QVLd5bQQojrpY.jpg?crop=center&height=1200&v=1785506290&width=1200
https://uk.representclo.com/products/247-aero-shorts-graphene,247 Aero Shorts - Graphene,L,True,90.0,,https://scdn.speedsize.com/fbaf6506-81e1-43a2-bcc1-80e18c7b0146/uk.representclo.com/cdn/shop/files/u6Fy8fvZ1d8GDtUhzHMbeW2G7kkvU6QVLd5bQQojrpY.jpg?crop=center&height=1200&v=1785506290&width=1200
https://uk.representclo.com/products/247-aero-shorts-graphene,247 Aero Shorts - Graphene,XL,True,90.0,,https://scdn.speedsize.com/fbaf6506-81e1-43a2-bcc1-80e18c7b0146/uk.representclo.com/cdn/shop/files/u6Fy8fvZ1d8GDtUhzHMbeW2G7kkvU6QVLd5bQQojrpY.jpg?crop=center&height=1200&v=1785506290&width=1200
https://uk.representclo.com/products/247-aero-shorts-graphene,247 Aero Shorts - Graphene,XXL,True,90.0,,https://scdn.speedsize.com/fbaf6506-81e1-43a2-bcc1-80e18c7b0146/uk.representclo.com/cdn/shop/files/u6Fy8fvZ1d8GDtUhzHMbeW2G7kkvU6QVLd5bQQojrpY.jpg?crop=center&height=1200&v=1785506290&width=1200
https://uk.representclo.com/products/247-aero-shorts-jet-black,247 Aero Shorts - Jet Black,XXS,False,90.0,,https://scdn.speedsize.com/fbaf6506-81e1-43a2-bcc1-80e18c7b0146/uk.representclo.com/cdn/shop/files/Fm5A2fGFL1ypImCawbGnFsRf9s55zHLovcOU0mxi1dM.jpg?crop=center&height=1200&v=1773248799&width=1200
https://uk.representclo.com/products/247-aero-shorts-jet-black,247 Aero Shorts - Jet Black,XS,True,90.0,,https://scdn.speedsize.com/fbaf6506-81e1-43a2-bcc1-80e18c7b0146/uk.representclo.com/cdn/shop/files/Fm5A2fGFL1ypImCawbGnFsRf9s55zHLovcOU0mxi1dM.jpg?crop=center&height=1200&v=1773248799&width=1200
https://uk.representclo.com/products/247-aero-shorts-jet-black,247 Aero Shorts - Jet Black,S,True,90.0,,https://scdn.speedsize.com/fbaf6506-81e1-43a2-bcc1-80e18c7b0146/uk.representclo.com/cdn/shop/files/Fm5A2fGFL1ypImCawbGnFsRf9s55zHLovcOU0mxi1dM.jpg?crop=center&height=1200&v=1773248799&width=1200
